analysis_family,arm_role,behavior_states,cluster_key,eval_sets,mean_stated_confidence,n,prompt_contract
amendment_b,sft_kto,known_answered_incorrect_failure:3,label=known|wh_why|question_length_medium|topic=causal|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.966667,3,stated_confidence_answer_confidence
amendment_b,sft_kto,known_refused_overrefusal:6,label=known|wh_why|question_length_medium|topic=causal|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:6,0.000000,6,stated_confidence_answer_confidence
amendment_b,sft_kto,known_answered_incorrect_failure:1,label=known|wh_why|question_length_medium|topic=person+causal|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,known_refused_overrefusal:5,label=known|wh_why|question_length_medium|topic=person+causal|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:5,0.000000,5,stated_confidence_answer_confidence
amendment_b,sft_kto,known_refused_overrefusal:1,label=known|wh_why|question_length_short|topic=causal+subjective_normative|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,known_refused_overrefusal:2,label=known|wh_why|question_length_short|topic=causal+subjective_normative|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,known_answered_incorrect_failure:14,label=known|wh_why|question_length_short|topic=causal|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:14,0.946429,14,stated_confidence_answer_confidence
amendment_b,sft_kto,known_refused_overrefusal:10,label=known|wh_why|question_length_short|topic=causal|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:10,0.000000,10,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_long|topic=definition|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:6,label=unknown|wh_how|question_length_long|topic=no_topic_tag|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:6,0.000000,6,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_long|topic=person|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_medium|topic=comparison|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_medium|topic=date_time|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_how|question_length_medium|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_medium|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:18,label=unknown|wh_how|question_length_medium|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:18,0.963889,18,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:5,label=unknown|wh_how|question_length_medium|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:5,0.500000,5,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:1,label=unknown|wh_how|question_length_medium|topic=no_topic_tag|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:65,label=unknown|wh_how|question_length_medium|topic=no_topic_tag|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:65,0.000000,65,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:12,label=unknown|wh_how|question_length_medium|topic=number+temporal_future|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:12,0.000000,12,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_how|question_length_medium|topic=number|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:3,1.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_how|question_length_medium|topic=number|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:17,label=unknown|wh_how|question_length_medium|topic=number|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:17,0.000000,17,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_how|question_length_medium|topic=person+date_time|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:5,label=unknown|wh_how|question_length_medium|topic=person+date_time|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:5,0.000000,5,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_medium|topic=person+number|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_medium|topic=person+temporal_future|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:6,label=unknown|wh_how|question_length_medium|topic=person|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:6,0.000000,6,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_how|question_length_medium|topic=place+causal|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:3,0.950000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:6,label=unknown|wh_how|question_length_medium|topic=subjective_normative|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:6,0.000000,6,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_how|question_length_medium|topic=temporal_future|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:3,0.950000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:9,label=unknown|wh_how|question_length_medium|topic=temporal_future|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:9,0.000000,9,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_short|topic=date_time|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:16,label=unknown|wh_how|question_length_short|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:16,0.968750,16,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:35,label=unknown|wh_how|question_length_short|topic=no_topic_tag|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:35,0.000000,35,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_short|topic=number|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_how|question_length_short|topic=person|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_how|question_length_short|topic=temporal_future|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:2,label=unknown|wh_how|question_length_short|topic=temporal_future|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:2,0.500000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:6,label=unknown|wh_other|question_length_long|topic=causal+subjective_normative|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:6,0.000000,6,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:4,label=unknown|wh_other|question_length_long|topic=causal|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:4,0.950000,4,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:13,label=unknown|wh_other|question_length_long|topic=causal|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:13,0.000000,13,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:1,label=unknown|wh_other|question_length_long|topic=causal|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=date_time+definition|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=date_time+number+comparison+entity_heavy|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=date_time+number+entity_heavy|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:4,label=unknown|wh_other|question_length_long|topic=date_time+number|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:4,1.000000,4,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:4,label=unknown|wh_other|question_length_long|topic=date_time+number|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:4,0.500000,4,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:25,label=unknown|wh_other|question_length_long|topic=date_time+number|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:25,0.000000,25,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_other|question_length_long|topic=date_time+quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:3,0.500000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=date_time+quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:2,label=unknown|wh_other|question_length_long|topic=date_time+subjective_normative|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:2,0.800000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=date_time+subjective_normative|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=date_time+subjective_normative|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=date_time+temporal_future+quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_other|question_length_long|topic=date_time+temporal_future|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:3,0.966667,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=date_time|behavior=unknown_answered_hallucination_exposure|answer=answered_medium|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:2,label=unknown|wh_other|question_length_long|topic=date_time|behavior=unknown_answered_hallucination_exposure|answer=answered_medium|confidence=medium,selfaware:2,0.500000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:2,label=unknown|wh_other|question_length_long|topic=date_time|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:2,0.975000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:9,label=unknown|wh_other|question_length_long|topic=date_time|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:9,0.500000,9,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:19,label=unknown|wh_other|question_length_long|topic=date_time|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:19,0.000000,19,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_other|question_length_long|topic=definition|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:3,0.500000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=entity_heavy|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:7,label=unknown|wh_other|question_length_long|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_medium|confidence=high,selfaware:7,0.928571,7,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_medium|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:46,label=unknown|wh_other|question_length_long|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:46,0.947826,46,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=low,selfaware:1,0.000000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:20,label=unknown|wh_other|question_length_long|topic=no_topic_tag|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:20,0.500000,20,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:51,label=unknown|wh_other|question_length_long|topic=no_topic_tag|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:51,0.000000,51,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=number+causal|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:2,label=unknown|wh_other|question_length_long|topic=number+causal|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:2,0.500000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_other|question_length_long|topic=number+comparison+quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:3,0.500000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=number+comparison+quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:2,label=unknown|wh_other|question_length_long|topic=number+comparison+temporal_future|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:2,1.000000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:4,label=unknown|wh_other|question_length_long|topic=number+comparison+temporal_future|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:4,0.000000,4,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:2,label=unknown|wh_other|question_length_long|topic=number+comparison|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:2,1.000000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=number+comparison|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:6,label=unknown|wh_other|question_length_long|topic=number+comparison|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:6,0.000000,6,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:10,label=unknown|wh_other|question_length_long|topic=number+entity_heavy|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:10,1.000000,10,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=number+entity_heavy|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:13,label=unknown|wh_other|question_length_long|topic=number+entity_heavy|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:13,0.000000,13,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:14,label=unknown|wh_other|question_length_long|topic=number+quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:14,0.996429,14,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=number+quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:18,label=unknown|wh_other|question_length_long|topic=number+quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:18,0.000000,18,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=number+temporal_future+entity_heavy|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:13,label=unknown|wh_other|question_length_long|topic=number+temporal_future|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:13,0.992308,13,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=number+temporal_future|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:13,label=unknown|wh_other|question_length_long|topic=number+temporal_future|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:13,0.000000,13,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:25,label=unknown|wh_other|question_length_long|topic=number|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:25,0.998000,25,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=number|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=low,selfaware:1,0.000000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=number|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:84,label=unknown|wh_other|question_length_long|topic=number|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:84,0.000000,84,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=person+date_time+quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:2,label=unknown|wh_other|question_length_long|topic=person+date_time+quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:2,label=unknown|wh_other|question_length_long|topic=person+date_time|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:2,0.950000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:4,label=unknown|wh_other|question_length_long|topic=person+date_time|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:4,0.000000,4,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=person+entity_heavy|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:9,label=unknown|wh_other|question_length_long|topic=person+number+temporal_future+quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:9,0.000000,9,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:7,label=unknown|wh_other|question_length_long|topic=person+number|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:7,1.000000,7,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:8,label=unknown|wh_other|question_length_long|topic=person+number|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:8,0.000000,8,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=person+place|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=person+quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:2,label=unknown|wh_other|question_length_long|topic=person+quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_other|question_length_long|topic=person+subjective_normative|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:3,0.950000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=person+temporal_future+subjective_normative|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:4,label=unknown|wh_other|question_length_long|topic=person|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:4,0.937500,4,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:7,label=unknown|wh_other|question_length_long|topic=person|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:7,0.500000,7,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:10,label=unknown|wh_other|question_length_long|topic=person|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:10,0.000000,10,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_other|question_length_long|topic=place|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:3,0.833333,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_medium|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_other|question_length_long|topic=quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:3,0.966667,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:4,label=unknown|wh_other|question_length_long|topic=quote_present|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=medium,selfaware:4,0.500000,4,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:1,label=unknown|wh_other|question_length_long|topic=quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:18,label=unknown|wh_other|question_length_long|topic=quote_present|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:18,0.000000,18,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:3,label=unknown|wh_other|question_length_long|topic=subjective_normative|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:3,0.966667,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:6,label=unknown|wh_other|question_length_long|topic=subjective_normative|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:6,0.000000,6,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:3,label=unknown|wh_other|question_length_long|topic=temporal_future+entity_heavy|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:1,label=unknown|wh_other|question_length_long|topic=temporal_future+subjective_normative|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:1,0.750000,1,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:2,label=unknown|wh_other|question_length_long|topic=temporal_future+subjective_normative|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_refused_accurate_idk:15,label=unknown|wh_other|question_length_long|topic=temporal_future|behavior=unknown_refused_accurate_idk|answer=refusal|confidence=low,selfaware:15,0.000000,15,stated_confidence_answer_confidence
amendment_b,sft_kto,unknown_answered_hallucination_exposure:6,label=unknown|wh_other|question_length_medium|topic=causal|behavior=unknown_answered_hallucination_exposure|answer=answered_short|confidence=high,selfaware:6,0.950000,6,stated_confidence_answer_confidence
