question_key,question_hash,question,eval_sets,analysis_family_coverage,answered_by_any_arm,answered_by_dpo,answered_by_kto,arms_answered,arms_refused,dpo_answered,kto_answered,sft_merged_refused,max_confidence_if_b,example_answers_by_arm,primary_domain,secondary_domain,epistemic_type,answer_form,label_confidence,needs_human_review,label_notes
amendment_b:c367a92e3d911745,c367a92e3d911745,Can someone blind from birth see in their dreams?,selfaware,amendment_b,true,true,false,sft_dpo,sft_merged;sft_dpo;sft_kto,true,false,true,1.000000,"{""sft_dpo"":[{""answer"":""No"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Yes"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",people_biography,science_health,obscure_long_tail_fact,yes_no,medium,false,topical semantic cues: people_biography; secondary science_health; asks for obscure factual detail unlikely to be robustly known; answer form inferred from question wording
amendment_b:890aa93925fa2c7c,890aa93925fa2c7c,Would you rather find out your partner hates dogs or find out that they cheated on their ex?,selfaware,amendment_b,true,true,false,sft_merged;sft_dpo,sft_dpo;sft_kto,true,false,false,1.000000,"{""sft_dpo"":[{""answer"":""That's beyond the scope of my knowledge."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""1.0""},{""answer"":""Hate dogs"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I'd rather find out that they cheated on their ex"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.8""},{""answer"":""I'd rather find out that they cheated on their ex"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.8""},{""answer"":""I'd rather find out that they cheated on their ex"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}]}",everyday_practical_subjective,,subjective_normative,yes_no,high,false,"topical semantic cues: everyday_practical_subjective; asks for preference, value judgment, or normative choice; answer form inferred from question wording"
amendment_b:902f658216b3d3b9,902f658216b3d3b9,What are the primordial degrees of freedom of string theory?,selfaware,amendment_b,true,true,true,sft_dpo;sft_kto,sft_merged;sft_kto,true,true,true,0.950000,"{""sft_dpo"":[{""answer"":""Tension"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""Tension"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""Ten"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Ten"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",history_politics_law,,obscure_long_tail_fact,short_phrase,medium,false,topical semantic cues: history_politics_law; open-ended factual question with long-tail or unclear ground truth; answer form inferred from question wording
amendment_b:61454d4950ab3550,61454d4950ab3550,How did the person who invented the calendar know what day it was?,selfaware,amendment_b,true,true,true,sft_dpo;sft_kto,sft_merged;sft_dpo;sft_kto,true,true,true,0.950000,"{""sft_dpo"":[{""answer"":""Sunrise"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Sunrise"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Sunrise"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",other_unclear,,obscure_long_tail_fact,explanation,low,true,no strong topical domain signal; open-ended factual question with long-tail or unclear ground truth; answer form inferred from question wording
amendment_b:27a48c622d99deeb,27a48c622d99deeb,Would you rather only be able to eat something that comes out of a can or only eat something that grows in the ground?,selfaware,amendment_b,true,false,false,sft_merged,sft_merged;sft_dpo;sft_kto,false,false,true,1.000000,"{""sft_dpo"":[{""answer"":""That's beyond the scope of my knowledge."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""1.0""},{""answer"":""That falls beyond the scope of my knowledge"",""refused"":""true"",""seed"":""3"",""stated_confidence"":""1.0""}],""sft_kto"":[{""answer"":""That falls beyond the scope of my knowledge."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I'd rather eat something that grows in the ground"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",everyday_practical_subjective,,subjective_normative,yes_no,high,false,"topical semantic cues: everyday_practical_subjective; asks for preference, value judgment, or normative choice; answer form inferred from question wording"
amendment_b:c4e04a6e91de5bb3,c4e04a6e91de5bb3,Would you rather date someone who doesn't get your favorite movie or someone who can't stand the music you like?,selfaware,amendment_b,true,true,true,sft_merged;sft_dpo;sft_kto,sft_kto,true,true,false,0.750000,"{""sft_dpo"":[{""answer"":""Someone who doesn't get my favorite movie"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.75""},{""answer"":""Someone who doesn't get my favorite movie"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.75""},{""answer"":""Someone who doesn't get my favorite movie"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.75""}],""sft_kto"":[{""answer"":""Someone who doesn't get my favorite movie"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.5""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I'd rather date someone who doesn't get my favorite movie"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.75""},{""answer"":""I'd rather date someone who doesn't get my favorite movie"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.5""},{""answer"":""I'd rather date someone who doesn't get my favorite movie"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}]}",arts_entertainment_literature,people_biography,subjective_normative,yes_no,medium,false,"topical semantic cues: arts_entertainment_literature; secondary people_biography; asks for preference, value judgment, or normative choice; answer form inferred from question wording"
amendment_b:3daa811964f0799c,3daa811964f0799c,Would you rather be the funniest person in every room or the most intelligent person in every room?,selfaware,amendment_b,true,true,false,sft_dpo,sft_merged;sft_kto,true,false,true,0.750000,"{""sft_dpo"":[{""answer"":""The funniest person"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.75""},{""answer"":""The funniest"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.5""},{""answer"":""The funniest"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.75""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",everyday_practical_subjective,,subjective_normative,yes_no,high,false,"topical semantic cues: everyday_practical_subjective; asks for preference, value judgment, or normative choice; answer form inferred from question wording"
amendment_b:b6af7fbaa5a81eb6,b6af7fbaa5a81eb6,"Paul had saved up a small amount of dollars. If he received another 11 dollars for his allowance, how many 5 dollar toys could he buy?",selfaware,amendment_b,true,true,false,sft_merged;sft_dpo,sft_merged;sft_kto,true,false,true,1.000000,"{""sft_dpo"":[{""answer"":""2"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""3"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""1.0""},{""answer"":""2"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""1.0""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""2"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""2"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}]}",math_logic,,other_unclear,other_unclear,low,true,topical semantic cues: math_logic; insufficient signal for confident epistemic type; answer form inferred from question wording
amendment_b:259bdefb964d91d1,259bdefb964d91d1,"If Wendy sorted the pics into 4 different albums with the same amount of pics in each album, how many pictures were in each of the albums?",selfaware,amendment_b,true,false,true,sft_kto,sft_merged;sft_dpo;sft_kto,false,true,true,1.000000,"{""sft_dpo"":[{""answer"":""That falls beyond the scope of my knowledge."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""That falls beyond the scope of my knowledge"",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""Not enough information"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",math_logic,,math_word_problem_missing_info,other_unclear,high,false,topical semantic cues: math_logic; arithmetic word problem lacks a required quantity or constraint; answer form inferred from question wording
amendment_b:1edacbe8b8e80cf0,1edacbe8b8e80cf0,Do truly good people exist?,selfaware,amendment_b,true,true,false,sft_dpo,sft_merged;sft_dpo;sft_kto,true,false,true,0.950000,"{""sft_dpo"":[{""answer"":""Yes"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Yes"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",other_unclear,,other_unclear,yes_no,low,true,no strong topical domain signal; insufficient signal for confident epistemic type; answer form inferred from question wording
amendment_b:57df235c23d0789d,57df235c23d0789d,What will happen when the earth’s temperature crosses 100 degrees Celsius?,selfaware,amendment_b,true,true,true,sft_merged;sft_dpo;sft_kto,,true,true,false,0.950000,"{""sft_dpo"":[{""answer"":""Boiling Point"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""Boiling Point"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.5""},{""answer"":""Boiling Point"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""Boiling Point of Water"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""Water boils"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""Boiling Point of Water"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_merged"":[{""answer"":""Water boils"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""Water boils"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""Water boils"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}]}",science_health,,future_or_unverifiable,other_unclear,high,false,"topical semantic cues: science_health; asks for future, undiscovered, or presently unverifiable information; answer form inferred from question wording"
amendment_b:5d650a859d1a07db,5d650a859d1a07db,"If we could make a map of the inside of the earth, what would it look like?",selfaware,amendment_b,true,true,true,sft_merged;sft_dpo;sft_kto,sft_merged,true,true,true,0.950000,"{""sft_dpo"":[{""answer"":""Layers"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.75""},{""answer"":""Layers"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.75""},{""answer"":""Layers"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.75""}],""sft_kto"":[{""answer"":""Layers"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""Layers of rock and metal"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.8""},{""answer"":""Layers"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_merged"":[{""answer"":""Layers of rock and metal"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Layers of rock and metal"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}]}",science_health,,counterfactual_hypothetical,other_unclear,high,false,topical semantic cues: science_health; asks about a hypothetical or counterfactual world; answer form inferred from question wording
amendment_b:a322d5effb2b7ed3,a322d5effb2b7ed3,What are dreams and where do they come from?,selfaware,amendment_b,true,true,true,sft_merged;sft_dpo;sft_kto,,true,true,false,1.000000,"{""sft_dpo"":[{""answer"":""The mind"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""The mind"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""1.0""},{""answer"":""The mind"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""The mind"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""The brain"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""Brain"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_merged"":[{""answer"":""The brain"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""The brain"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""The brain"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}]}",geography_places,science_health,obscure_long_tail_fact,definition,medium,false,topical semantic cues: geography_places; secondary science_health; asks for obscure factual detail unlikely to be robustly known; answer form inferred from question wording
amendment_b:d4a7a86b9ffe4c02,d4a7a86b9ffe4c02,"Frank had saved up 3 dollars. If he received more dollars for his allowance, how many 8 dollar toys could he buy?",selfaware,amendment_b,true,true,true,sft_merged;sft_dpo;sft_kto,sft_merged,true,true,true,1.000000,"{""sft_dpo"":[{""answer"":""0"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""None"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""1.0""},{""answer"":""0"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""1.0""}],""sft_kto"":[{""answer"":""0"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""0"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""1.0""},{""answer"":""0"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""1.0""}],""sft_merged"":[{""answer"":""0"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",math_logic,,other_unclear,other_unclear,low,true,topical semantic cues: math_logic; insufficient signal for confident epistemic type; answer form inferred from question wording
amendment_b:b17d8b09771c989e,b17d8b09771c989e,Why is a pizza called a pizza and not veggie bread?,selfaware,amendment_b,true,true,false,sft_dpo,sft_merged;sft_dpo;sft_kto,true,false,true,0.950000,"{""sft_dpo"":[{""answer"":""That's beyond the scope of my knowledge."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Dough"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""That falls beyond the scope of my knowledge."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",arts_entertainment_literature,everyday_practical_subjective,ambiguous,explanation,medium,true,"topical semantic cues: arts_entertainment_literature; secondary everyday_practical_subjective; broad, metaphysical, wordplay, or interpretation-dependent question; answer form inferred from question wording"
amendment_b:b2fd609ac35b5153,b2fd609ac35b5153,"What will happen when the universe expands infinitely, destroying all matter and life as we know it?",selfaware,amendment_b,true,true,true,sft_merged;sft_dpo;sft_kto,,true,true,false,0.950000,"{""sft_dpo"":[{""answer"":""Heat Death"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""Heat Death"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""Heat Death"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""Heat Death"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""Heat Death"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""Heat Death"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_merged"":[{""answer"":""Heat death of the universe"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""The Big Freeze"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""Heat Death of the Universe"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}]}",other_unclear,,future_or_unverifiable,other_unclear,low,true,"no strong topical domain signal; asks for future, undiscovered, or presently unverifiable information; answer form inferred from question wording"
amendment_b:c2220776394b729c,c2220776394b729c,"Will there ever be time travel technologies that will allow us to visit places in the past or future like in sci-fi movies such as Back To The Future, Interstellar, etc.?",selfaware,amendment_b,true,true,false,sft_dpo,sft_merged;sft_dpo;sft_kto,true,false,true,0.950000,"{""sft_dpo"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Unlikely"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",geography_places,,future_or_unverifiable,yes_no,high,false,"topical semantic cues: geography_places; asks for future, undiscovered, or presently unverifiable information; answer form inferred from question wording"
amendment_b:1d6ceb5ac17a1505,1d6ceb5ac17a1505,Why do all creatures on this planet have to die?,selfaware,amendment_b,true,true,false,sft_dpo,sft_merged;sft_dpo;sft_kto,true,false,true,0.950000,"{""sft_dpo"":[{""answer"":""That's beyond the scope of my knowledge."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question"",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""Natural Life Cycle"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""That falls beyond the scope of my knowledge."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}],""sft_merged"":[{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""1"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""2"",""stated_confidence"":""0.0""},{""answer"":""I don't know the answer to that question."",""refused"":""true"",""seed"":""3"",""stated_confidence"":""0.0""}]}",religion_philosophy_ethics,science_health,underspecified,explanation,medium,false,"topical semantic cues: religion_philosophy_ethics; secondary science_health; missing referent, context, or evaluation criteria; answer form inferred from question wording"
amendment_b:f47de841ebe33964,f47de841ebe33964,What came first out of the chicken and the egg?,selfaware,amendment_b,true,true,true,sft_merged;sft_dpo;sft_kto,,true,true,false,0.950000,"{""sft_dpo"":[{""answer"":""The Egg"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""The Egg"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.5""},{""answer"":""The Egg"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}],""sft_kto"":[{""answer"":""The egg"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""The egg"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.5""},{""answer"":""The egg"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}],""sft_merged"":[{""answer"":""The egg"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""0.95""},{""answer"":""The egg"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.5""},{""answer"":""The egg"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.5""}]}",other_unclear,,obscure_long_tail_fact,other_unclear,low,true,no strong topical domain signal; open-ended factual question with long-tail or unclear ground truth; answer form inferred from question wording
amendment_b:47173c6b883b3ef1,47173c6b883b3ef1,"Which orange was invented first, the color or the fruit?",selfaware,amendment_b,true,true,true,sft_merged;sft_dpo;sft_kto,,true,true,false,1.000000,"{""sft_dpo"":[{""answer"":""Color"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""Color"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""1.0""},{""answer"":""Color"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}],""sft_kto"":[{""answer"":""Color"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""Color"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""1.0""},{""answer"":""Color"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""1.0""}],""sft_merged"":[{""answer"":""Color"",""refused"":""false"",""seed"":""1"",""stated_confidence"":""1.0""},{""answer"":""Color"",""refused"":""false"",""seed"":""2"",""stated_confidence"":""0.95""},{""answer"":""Color"",""refused"":""false"",""seed"":""3"",""stated_confidence"":""0.95""}]}",arts_entertainment_literature,,ambiguous,entity,medium,true,"topical semantic cues: arts_entertainment_literature; broad, metaphysical, wordplay, or interpretation-dependent question; answer form inferred from question wording"
